purchase_month,order_count,revenue,avg_order_value,avg_delivery_days,delay_rate,avg_review_score
2016-09,1,,,54.81319444444444,1.0,1.0
2016-10,265,46566.71,175.72343396226415,19.600558787561145,0.011320754716981131,4.011450381679389
2016-12,1,19.62,19.62,4.693020833333334,0.0,5.0
2017-01,750,127545.67,170.06089333333333,12.647043518518519,0.030666666666666665,4.199055330634278
2017-02,1653,271298.65,164.12501512401695,13.168825248986131,0.03206291591046582,4.202678027997566
2017-03,2546,414369.39,162.75309897879026,12.951184487831313,0.05577376276512176,4.187376335575782
2017-04,2303,390952.18,169.7577854971776,14.91791250040205,0.07859313938341293,4.137554585152839
2017-05,3546,567066.73,159.91729554427525,11.322362975369588,0.03609701071630006,4.238487777146106
2017-06,3135,490225.6,156.37180223285486,12.01157270438301,0.03859649122807018,4.222918675666988
2017-07,3872,566403.93,146.28200671487605,11.592732387200606,0.034349173553719005,4.258415755682805
2017-08,4193,646000.61,154.066446458383,11.147124655510508,0.03315048891008824,4.3115246098439375
2017-09,4150,701169.99,168.95662409638555,11.85100652889335,0.052048192771084335,4.267484215638659
2017-10,4478,751140.27,167.7401228226887,11.856699698526127,0.05292541313086199,4.205240665766982
2017-11,7289,1153528.05,158.25600905474002,15.161131699241778,0.14309233090958978,3.988878143133462
2017-12,5513,843199.17,152.94742789769637,15.394918530107287,0.08380192272809722,4.0895440395531955
2018-01,7069,1078606.86,152.58266515773096,14.080562613956085,0.06563870420144292,4.108726650506203
2018-02,6555,966510.88,147.44635850495806,16.945137568155495,0.15987795575896263,3.881717125147277
2018-03,7003,1120678.0,160.02827359702985,16.30141017440938,0.21362273311437954,3.8132556131260795
2018-04,6798,1132933.95,166.65695057369814,11.499241053673193,0.05310385407472786,4.2062351895734595
2018-05,6749,1128836.69,167.25984442139574,11.419028935356678,0.08238257519632539,4.236239214519488
2018-06,6099,1012090.68,165.9437088047221,9.239216293167347,0.013608788325955074,4.306995884773663
2018-07,6159,1027903.86,166.89460301997076,8.958636237154959,0.044812469556746226,4.318085280182976
2018-08,6351,985414.28,155.15891670603054,7.732779720458137,0.10392064241851677,4.3103475513428124
